Stage,ForecastOriginHour,Model,Hour,SourceRegion,TaskType,PointForecast,ActualGPU,Lower95,Lower80,BootstrapMedian,Upper80,Upper95
validation,2351,direct_mean,2354,RegionB,BatchInference,18.438350340136054,33.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2354,RegionB,RealTimeInference,8.318452380952381,7.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2354,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,73.0,121.0
validation,2351,direct_mean,2354,RegionC,BatchInference,14.509353741496598,26.0,0.0,0.0,12.0,29.0,43.0
validation,2351,direct_mean,2354,RegionC,RealTimeInference,7.084608843537415,4.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2354,RegionD,AITraining,170.34013605442178,194.0,0.0,48.0,154.0,288.1700000000001,406.0
validation,2351,direct_mean,2354,RegionD,BatchInference,18.812925170068027,16.0,0.0,0.0,17.0,35.0,50.0
validation,2351,direct_mean,2354,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2354,RegionE,AITraining,121.21471088435374,96.0,0.0,0.0,107.0,215.0,319.0499999999993
validation,2351,direct_mean,2354,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,23.0,40.0
validation,2351,direct_mean,2354,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2354,RegionF,AITraining,122.42942176870748,31.0,0.0,0.0,105.0,220.17000000000007,325.0
validation,2351,direct_mean,2354,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,8.0,23.0,37.0
validation,2351,direct_mean,2354,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2355,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,75.0,122.0
validation,2351,direct_mean,2355,RegionA,BatchInference,18.78061224489796,62.0,0.0,0.0,16.0,36.0,52.0
validation,2351,direct_mean,2355,RegionA,RealTimeInference,9.86267006802721,2.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2355,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,75.0,121.0
validation,2351,direct_mean,2355,RegionB,BatchInference,18.438350340136054,21.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2355,RegionB,RealTimeInference,8.318452380952381,20.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2355,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,72.0,120.0
validation,2351,direct_mean,2355,RegionC,BatchInference,14.509353741496598,22.0,0.0,0.0,12.0,29.0,44.0
validation,2351,direct_mean,2355,RegionC,RealTimeInference,7.084608843537415,14.0,0.0,0.0,6.0,12.0,18.0
validation,2351,direct_mean,2355,RegionD,AITraining,170.34013605442178,139.0,0.0,49.0,152.0,290.0,411.0
validation,2351,direct_mean,2355,RegionD,BatchInference,18.812925170068027,35.0,0.0,0.0,17.0,35.0,51.0
validation,2351,direct_mean,2355,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2355,RegionE,AITraining,121.21471088435374,0.0,0.0,0.0,109.0,216.0,321.0
validation,2351,direct_mean,2355,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,10.0,24.0,40.0
validation,2351,direct_mean,2355,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2355,RegionF,AITraining,122.42942176870748,220.0,0.0,0.0,104.0,219.0,327.0
validation,2351,direct_mean,2355,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2355,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2356,RegionA,AITraining,26.37329931972789,95.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2356,RegionA,BatchInference,18.78061224489796,17.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2356,RegionA,RealTimeInference,9.86267006802721,13.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2356,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,75.0,121.04999999999927
validation,2351,direct_mean,2356,RegionB,BatchInference,18.438350340136054,21.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2356,RegionB,RealTimeInference,8.318452380952381,9.0,0.0,2.0,7.0,14.0,20.049999999999272
validation,2351,direct_mean,2356,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,71.0,120.0
validation,2351,direct_mean,2356,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2356,RegionC,RealTimeInference,7.084608843537415,27.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2356,RegionD,AITraining,170.34013605442178,53.0,0.0,46.830000000000155,148.0,285.0,412.0
validation,2351,direct_mean,2356,RegionD,BatchInference,18.812925170068027,15.0,0.0,0.0,17.0,35.0,53.0
validation,2351,direct_mean,2356,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2356,RegionE,AITraining,121.21471088435374,58.0,0.0,0.0,106.0,215.0,315.0
validation,2351,direct_mean,2356,RegionE,BatchInference,12.249574829931973,4.0,0.0,0.0,9.0,23.0,40.0
validation,2351,direct_mean,2356,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2356,RegionF,AITraining,122.42942176870748,425.0,0.0,16.0,108.0,221.0,325.0
validation,2351,direct_mean,2356,RegionF,BatchInference,11.350340136054422,20.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2356,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2357,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,72.0,121.0
validation,2351,direct_mean,2357,RegionA,BatchInference,18.78061224489796,0.0,0.0,0.0,16.0,36.0,52.0
validation,2351,direct_mean,2357,RegionA,RealTimeInference,9.86267006802721,9.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2357,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,74.0,120.0
validation,2351,direct_mean,2357,RegionB,BatchInference,18.438350340136054,53.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2357,RegionB,RealTimeInference,8.318452380952381,14.0,0.0,2.0,7.0,14.0,20.049999999999272
validation,2351,direct_mean,2357,RegionC,AITraining,24.667091836734695,48.0,0.0,0.0,0.0,70.0,120.0
validation,2351,direct_mean,2357,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2357,RegionC,RealTimeInference,7.084608843537415,20.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2357,RegionD,AITraining,170.34013605442178,75.0,0.0,46.0,154.0,288.0,411.0499999999993
validation,2351,direct_mean,2357,RegionD,BatchInference,18.812925170068027,15.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2357,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2357,RegionE,AITraining,121.21471088435374,107.0,0.0,0.0,108.0,213.0,315.0
validation,2351,direct_mean,2357,RegionE,BatchInference,12.249574829931973,18.0,0.0,0.0,9.0,24.0,39.0
validation,2351,direct_mean,2357,RegionE,RealTimeInference,1.0952380952380953,6.0,0.0,0.0,0.0,3.0,6.0
validation,2351,direct_mean,2357,RegionF,AITraining,122.42942176870748,25.0,0.0,0.0,105.0,222.0,331.0
validation,2351,direct_mean,2357,RegionF,BatchInference,11.350340136054422,20.0,0.0,0.0,7.0,22.0,38.0
validation,2351,direct_mean,2357,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2358,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,72.0,122.0
validation,2351,direct_mean,2358,RegionA,BatchInference,18.78061224489796,21.0,0.0,0.0,16.0,35.0,52.0
validation,2351,direct_mean,2358,RegionA,RealTimeInference,9.86267006802721,3.0,0.0,3.0,9.0,16.0,24.0
validation,2351,direct_mean,2358,RegionB,AITraining,25.920493197278912,47.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2358,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2358,RegionB,RealTimeInference,8.318452380952381,3.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2358,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,70.0,120.0
validation,2351,direct_mean,2358,RegionC,BatchInference,14.509353741496598,7.0,0.0,0.0,13.0,29.0,43.0
validation,2351,direct_mean,2358,RegionC,RealTimeInference,7.084608843537415,14.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2358,RegionD,AITraining,170.34013605442178,291.0,0.0,49.0,149.0,287.0,403.0
validation,2351,direct_mean,2358,RegionD,BatchInference,18.812925170068027,5.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2358,RegionD,RealTimeInference,0.828656462585034,12.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2358,RegionE,AITraining,121.21471088435374,237.0,0.0,0.0,107.0,216.0,321.0
validation,2351,direct_mean,2358,RegionE,BatchInference,12.249574829931973,36.0,0.0,0.0,9.0,23.0,40.0
validation,2351,direct_mean,2358,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,6.0
validation,2351,direct_mean,2358,RegionF,AITraining,122.42942176870748,37.0,0.0,0.0,105.0,222.0,327.0
validation,2351,direct_mean,2358,RegionF,BatchInference,11.350340136054422,14.0,0.0,0.0,7.0,23.0,37.04999999999927
validation,2351,direct_mean,2358,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2359,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,73.0,122.0
validation,2351,direct_mean,2359,RegionA,BatchInference,18.78061224489796,0.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2359,RegionA,RealTimeInference,9.86267006802721,5.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2359,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,74.0,120.0
validation,2351,direct_mean,2359,RegionB,BatchInference,18.438350340136054,52.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2359,RegionB,RealTimeInference,8.318452380952381,9.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2359,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,73.0,123.0
validation,2351,direct_mean,2359,RegionC,BatchInference,14.509353741496598,34.0,0.0,0.0,12.0,29.0,44.0
validation,2351,direct_mean,2359,RegionC,RealTimeInference,7.084608843537415,3.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2359,RegionD,AITraining,170.34013605442178,179.0,0.0,48.830000000000155,149.0,289.0,401.09999999999854
validation,2351,direct_mean,2359,RegionD,BatchInference,18.812925170068027,23.0,0.0,0.0,17.0,35.0,51.0
validation,2351,direct_mean,2359,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2359,RegionE,AITraining,121.21471088435374,193.0,0.0,0.0,107.0,213.0,317.0
validation,2351,direct_mean,2359,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,23.0,41.0
validation,2351,direct_mean,2359,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2359,RegionF,AITraining,122.42942176870748,330.0,0.0,0.0,105.0,217.0,328.0
validation,2351,direct_mean,2359,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,8.0,23.0,38.0
validation,2351,direct_mean,2359,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2360,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,75.0,122.0
validation,2351,direct_mean,2360,RegionA,BatchInference,18.78061224489796,12.0,0.0,0.0,16.0,36.0,51.0
validation,2351,direct_mean,2360,RegionA,RealTimeInference,9.86267006802721,8.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2360,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2360,RegionB,BatchInference,18.438350340136054,11.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2360,RegionB,RealTimeInference,8.318452380952381,4.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2360,RegionC,AITraining,24.667091836734695,26.0,0.0,0.0,0.0,71.0,122.0
validation,2351,direct_mean,2360,RegionC,BatchInference,14.509353741496598,19.0,0.0,0.0,12.0,29.0,43.0
validation,2351,direct_mean,2360,RegionC,RealTimeInference,7.084608843537415,6.0,0.0,1.0,6.0,12.0,18.0
validation,2351,direct_mean,2360,RegionD,AITraining,170.34013605442178,195.0,0.0,48.0,147.0,288.0,411.0
validation,2351,direct_mean,2360,RegionD,BatchInference,18.812925170068027,0.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2360,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2360,RegionE,AITraining,121.21471088435374,298.0,0.0,0.0,108.0,218.0,321.0
validation,2351,direct_mean,2360,RegionE,BatchInference,12.249574829931973,39.0,0.0,0.0,9.0,23.0,40.0
validation,2351,direct_mean,2360,RegionE,RealTimeInference,1.0952380952380953,1.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2360,RegionF,AITraining,122.42942176870748,236.0,0.0,0.0,106.0,221.0,325.0
validation,2351,direct_mean,2360,RegionF,BatchInference,11.350340136054422,9.0,0.0,0.0,7.0,23.0,38.0
validation,2351,direct_mean,2360,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2361,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,73.0,122.0
validation,2351,direct_mean,2361,RegionA,BatchInference,18.78061224489796,17.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2361,RegionA,RealTimeInference,9.86267006802721,6.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2361,RegionB,AITraining,25.920493197278912,221.0,0.0,0.0,0.0,75.0,120.0
validation,2351,direct_mean,2361,RegionB,BatchInference,18.438350340136054,9.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2361,RegionB,RealTimeInference,8.318452380952381,9.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2361,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,71.0,120.0
validation,2351,direct_mean,2361,RegionC,BatchInference,14.509353741496598,38.0,0.0,0.0,12.0,29.0,43.0
validation,2351,direct_mean,2361,RegionC,RealTimeInference,7.084608843537415,3.0,0.0,0.0,6.0,12.0,18.0
validation,2351,direct_mean,2361,RegionD,AITraining,170.34013605442178,165.0,0.0,48.0,151.0,289.0,411.0499999999993
validation,2351,direct_mean,2361,RegionD,BatchInference,18.812925170068027,0.0,0.0,0.0,17.0,35.0,51.0
validation,2351,direct_mean,2361,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2361,RegionE,AITraining,121.21471088435374,349.0,0.0,0.0,108.0,215.0,315.0
validation,2351,direct_mean,2361,RegionE,BatchInference,12.249574829931973,8.0,0.0,0.0,9.0,23.0,39.0
validation,2351,direct_mean,2361,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2361,RegionF,AITraining,122.42942176870748,126.0,0.0,0.0,109.0,218.0,320.0
validation,2351,direct_mean,2361,RegionF,BatchInference,11.350340136054422,15.0,0.0,0.0,7.0,23.0,37.0
validation,2351,direct_mean,2361,RegionF,RealTimeInference,0.8324829931972789,7.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2362,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,72.0,122.0
validation,2351,direct_mean,2362,RegionA,BatchInference,18.78061224489796,5.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2362,RegionA,RealTimeInference,9.86267006802721,3.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2362,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,77.0,122.0
validation,2351,direct_mean,2362,RegionB,BatchInference,18.438350340136054,32.0,0.0,0.0,16.0,34.0,50.0
validation,2351,direct_mean,2362,RegionB,RealTimeInference,8.318452380952381,13.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2362,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2362,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,28.0,43.0
validation,2351,direct_mean,2362,RegionC,RealTimeInference,7.084608843537415,8.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2362,RegionD,AITraining,170.34013605442178,0.0,0.0,48.0,149.0,290.0,411.0
validation,2351,direct_mean,2362,RegionD,BatchInference,18.812925170068027,19.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2362,RegionD,RealTimeInference,0.828656462585034,2.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2362,RegionE,AITraining,121.21471088435374,207.0,0.0,0.0,110.0,215.0,316.0
validation,2351,direct_mean,2362,RegionE,BatchInference,12.249574829931973,14.0,0.0,0.0,9.0,24.0,40.0
validation,2351,direct_mean,2362,RegionE,RealTimeInference,1.0952380952380953,2.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2362,RegionF,AITraining,122.42942176870748,101.0,0.0,0.0,106.0,218.0,324.0
validation,2351,direct_mean,2362,RegionF,BatchInference,11.350340136054422,20.0,0.0,0.0,7.0,23.0,37.0
validation,2351,direct_mean,2362,RegionF,RealTimeInference,0.8324829931972789,6.0,0.0,0.0,0.0,2.0,6.0
validation,2351,direct_mean,2363,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2363,RegionA,BatchInference,18.78061224489796,19.0,0.0,0.0,16.0,36.0,52.0
validation,2351,direct_mean,2363,RegionA,RealTimeInference,9.86267006802721,0.0,0.0,3.0,9.0,16.0,23.049999999999272
validation,2351,direct_mean,2363,RegionB,AITraining,25.920493197278912,82.0,0.0,0.0,0.0,72.0,119.0
validation,2351,direct_mean,2363,RegionB,BatchInference,18.438350340136054,15.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2363,RegionB,RealTimeInference,8.318452380952381,2.0,0.0,2.0,7.0,14.0,21.0
validation,2351,direct_mean,2363,RegionC,AITraining,24.667091836734695,0.0,0.0,0.0,0.0,74.0,121.0
validation,2351,direct_mean,2363,RegionC,BatchInference,14.509353741496598,0.0,0.0,0.0,12.0,29.0,43.0
validation,2351,direct_mean,2363,RegionC,RealTimeInference,7.084608843537415,5.0,0.0,0.0,6.0,12.0,18.0
validation,2351,direct_mean,2363,RegionD,AITraining,170.34013605442178,30.0,0.0,48.0,149.0,290.0,411.0
validation,2351,direct_mean,2363,RegionD,BatchInference,18.812925170068027,19.0,0.0,0.0,17.0,35.0,52.0
validation,2351,direct_mean,2363,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2363,RegionE,AITraining,121.21471088435374,23.0,0.0,0.0,108.0,216.0,314.0
validation,2351,direct_mean,2363,RegionE,BatchInference,12.249574829931973,0.0,0.0,0.0,9.0,23.0,40.0
validation,2351,direct_mean,2363,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2363,RegionF,AITraining,122.42942176870748,118.0,0.0,0.0,104.0,218.0,318.0
validation,2351,direct_mean,2363,RegionF,BatchInference,11.350340136054422,0.0,0.0,0.0,7.0,23.0,37.0
validation,2351,direct_mean,2363,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2364,RegionA,AITraining,26.37329931972789,49.0,0.0,0.0,0.0,73.0,122.0
validation,2351,direct_mean,2364,RegionA,BatchInference,18.78061224489796,39.0,0.0,0.0,16.0,35.0,51.0
validation,2351,direct_mean,2364,RegionA,RealTimeInference,9.86267006802721,7.0,0.0,3.0,9.0,16.0,23.0
validation,2351,direct_mean,2364,RegionB,AITraining,25.920493197278912,0.0,0.0,0.0,0.0,75.0,122.0
validation,2351,direct_mean,2364,RegionB,BatchInference,18.438350340136054,0.0,0.0,0.0,16.0,35.0,50.0
validation,2351,direct_mean,2364,RegionB,RealTimeInference,8.318452380952381,13.0,0.0,2.0,7.0,14.0,20.0
validation,2351,direct_mean,2364,RegionC,AITraining,24.667091836734695,109.0,0.0,0.0,0.0,71.0,120.0
validation,2351,direct_mean,2364,RegionC,BatchInference,14.509353741496598,15.0,0.0,0.0,12.0,28.0,44.0
validation,2351,direct_mean,2364,RegionC,RealTimeInference,7.084608843537415,14.0,0.0,1.0,6.0,13.0,18.0
validation,2351,direct_mean,2364,RegionD,AITraining,170.34013605442178,33.0,0.0,47.0,149.0,287.0,406.0
validation,2351,direct_mean,2364,RegionD,BatchInference,18.812925170068027,10.0,0.0,0.0,17.0,35.0,53.0
validation,2351,direct_mean,2364,RegionD,RealTimeInference,0.828656462585034,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2364,RegionE,AITraining,121.21471088435374,0.0,0.0,0.0,108.0,215.0,318.0
validation,2351,direct_mean,2364,RegionE,BatchInference,12.249574829931973,44.0,0.0,0.0,9.0,23.0,39.0
validation,2351,direct_mean,2364,RegionE,RealTimeInference,1.0952380952380953,0.0,0.0,0.0,0.0,3.0,7.0
validation,2351,direct_mean,2364,RegionF,AITraining,122.42942176870748,118.0,0.0,0.0,105.0,222.0,328.09999999999854
validation,2351,direct_mean,2364,RegionF,BatchInference,11.350340136054422,7.0,0.0,0.0,7.0,23.0,37.04999999999927
validation,2351,direct_mean,2364,RegionF,RealTimeInference,0.8324829931972789,0.0,0.0,0.0,0.0,1.0,6.0
validation,2351,direct_mean,2365,RegionA,AITraining,26.37329931972789,0.0,0.0,0.0,0.0,73.0,122.0
